Detention,,,,,,,,,,Demurrage,,,,,,,,,
Port Name,Port Code,Line,Export- Import,container type,Standard Free Days,Day Slabs,Charge,Currency,-,Port Name,Port Code,Line,Export- Import,Container type,Standard Free Days,Day Slabs,Charge,Currency,Agent
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Shenzhen,CNSNZ,Hapag,Import,20,10,0-10,0,CNY,-,Shenzhen,CNSNZ,Hapag,Import,20,NA,NA,NA,NA,Rahul
-,-,Hapag,-,-,-,11/18,200,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,340,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,20,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,300,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,440,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,780,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Shenzhen,CNSNZ,Hapag,Export,20,10,0-10,0,CNY,-,Shenzhen,CNSNZ,Hapag,Export,20,NA,NA,NA,NA,Rahul
-,-,Hapag,-,-,-,11/18,200,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,340,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,20,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,300,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,440,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,780,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Tianjin,CNTXG,Hapag,Import,20,10,0-10,0,CNY,-,Tianjin,CNTXG,Hapag,Import,20,NA,NA,NA,NA,Rahul
-,-,Hapag,-,-,-,11/18,200,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,340,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,20,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,300,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,440,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,780,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Tianjin,CNTXG,Hapag,Export,20,10,0-10,0,CNY,-,Tianjin,CNTXG,Hapag,Export,20,NA,NA,NA,NA,Rahul
-,-,Hapag,-,-,-,11/18,200,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,340,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,20,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,300,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,440,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,780,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Xiamen,CNXMN,Hapag,Import,20,10,0-10,0,CNY,-,Xiamen,CNXMN,Hapag,Import,20,NA,NA,NA,NA,Rahul
-,-,Hapag,-,-,-,11/18,200,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,340,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,20,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,300,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,440,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,780,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Xiamen,CNXMN,Hapag,Export,20,10,0-10,0,CNY,-,Xiamen,CNXMN,Hapag,Export,20,NA,NA,NA,NA,Rahul
-,-,Hapag,-,-,-,11/18,200,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,340,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,20,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,300,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,440,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,780,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Xingang,CNXGA,Hapag,Import,20,10,0-10,0,CNY,-,Xingang,CNXGA,Hapag,Import,20,NA,NA,NA,NA,Rahul
-,-,Hapag,-,-,-,11/18,200,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,340,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,20,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,300,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,440,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,780,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Xingang,CNXGA,Hapag,Export,20,10,0-10,0,CNY,-,Xingang,CNXGA,Hapag,Export,20,NA,NA,NA,NA,Rahul
-,-,Hapag,-,-,-,11/18,200,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,340,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,10,0-10,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/18,400,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,18>,680,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,20,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,300,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,440,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,780,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,40HC,4,0-4,0,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,5/10,600,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,11/20,880,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
-,-,Hapag,-,-,-,20>,1560,CNY,-,-,-,Hapag,-,-,-,-,-,-,Rahul
Medellin,COMDE,Hapag,Import,20,9,0-9,0,USD,-,Medellin,COMDE,Hapag,Import,20,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,130,USD,-,-,-,Hapag,-,-,-,9>,130,USD,Rahul
-,-,Hapag,-,40,9,0-9,0,USD,-,-,-,Hapag,-,40,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,135,USD,-,-,-,Hapag,-,-,-,9>,135,USD,Rahul
-,-,Hapag,-,40HC,9,0-9,0,USD,-,-,-,Hapag,-,40HC,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,135,USD,-,-,-,Hapag,-,-,-,9>,135,USD,Rahul
-,-,Hapag,-,20,5,0-5,0,USD,-,-,-,Hapag,-,20,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
-,-,Hapag,-,40,5,0-5,0,USD,-,-,-,Hapag,-,40,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
-,-,Hapag,-,40HC,5,0-5,0,USD,-,-,-,Hapag,-,40HC,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
Medellin,COMDE,Hapag,Export,20,10,0-10,0,USD,-,Medellin,COMDE,Hapag,Export,20,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,40,10,0-10,0,USD,-,-,-,Hapag,-,40,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,40HC,10,0-10,0,USD,-,-,-,Hapag,-,40HC,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,20,7,0-7,0,USD,-,-,-,Hapag,-,20,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
-,-,Hapag,-,40,7,0-7,0,USD,-,-,-,Hapag,-,40,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
-,-,Hapag,-,40HC,7,0-7,0,USD,-,-,-,Hapag,-,40HC,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
Monterrey,MXMTY,Hapag,Import,20,9,0-9,0,USD,-,Monterrey,MXMTY,Hapag,Import,20,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,130,USD,-,-,-,Hapag,-,-,-,9>,130,USD,Rahul
-,-,Hapag,-,40,9,0-9,0,USD,-,-,-,Hapag,-,40,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,135,USD,-,-,-,Hapag,-,-,-,9>,135,USD,Rahul
-,-,Hapag,-,40HC,9,0-9,0,USD,-,-,-,Hapag,-,40HC,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,135,USD,-,-,-,Hapag,-,-,-,9>,135,USD,Rahul
-,-,Hapag,-,20,5,0-5,0,USD,-,-,-,Hapag,-,20,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
-,-,Hapag,-,40,5,0-5,0,USD,-,-,-,Hapag,-,40,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
-,-,Hapag,-,40HC,5,0-5,0,USD,-,-,-,Hapag,-,40HC,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
Monterrey,MXMTY,Hapag,Export,20,10,0-10,0,USD,-,Monterrey,MXMTY,Hapag,Export,20,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,40,10,0-10,0,USD,-,-,-,Hapag,-,40,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,40HC,10,0-10,0,USD,-,-,-,Hapag,-,40HC,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,20,7,0-7,0,USD,-,-,-,Hapag,-,20,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
-,-,Hapag,-,40,7,0-7,0,USD,-,-,-,Hapag,-,40,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
-,-,Hapag,-,40HC,7,0-7,0,USD,-,-,-,Hapag,-,40HC,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
Cartagena,ESCAR,Hapag,Import,20,9,0-9,0,USD,-,Cartagena,ESCAR,Hapag,Import,20,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,130,USD,-,-,-,Hapag,-,-,-,9>,130,USD,Rahul
-,-,Hapag,-,40,9,0-9,0,USD,-,-,-,Hapag,-,40,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,135,USD,-,-,-,Hapag,-,-,-,9>,135,USD,Rahul
-,-,Hapag,-,40HC,9,0-9,0,USD,-,-,-,Hapag,-,40HC,9,0-9,0,USD,Rahul
-,-,Hapag,-,-,-,9>,135,USD,-,-,-,Hapag,-,-,-,9>,135,USD,Rahul
-,-,Hapag,-,20,5,0-5,0,USD,-,-,-,Hapag,-,20,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
-,-,Hapag,-,40,5,0-5,0,USD,-,-,-,Hapag,-,40,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
-,-,Hapag,-,40HC,5,0-5,0,USD,-,-,-,Hapag,-,40HC,5,0-5,0,USD,Rahul
-,-,Hapag,-,-,-,5>,193,USD,-,-,-,Hapag,-,-,-,5>,193,USD,Rahul
Cartagena,ESCAR,Hapag,Export,20,10,0-10,0,USD,-,Cartagena,ESCAR,Hapag,Export,20,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,40,10,0-10,0,USD,-,-,-,Hapag,-,40,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,40HC,10,0-10,0,USD,-,-,-,Hapag,-,40HC,10,0-10,0,USD,Rahul
-,-,Hapag,-,-,-,10>,70,USD,-,-,-,Hapag,-,-,-,10>,70,USD,Rahul
-,-,Hapag,-,20,7,0-7,0,USD,-,-,-,Hapag,-,20,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
-,-,Hapag,-,40,7,0-7,0,USD,-,-,-,Hapag,-,40,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
-,-,Hapag,-,40HC,7,0-7,0,USD,-,-,-,Hapag,-,40HC,7,0-7,0,USD,Rahul
-,-,Hapag,-,-,-,"7>,",188,USD,-,-,-,Hapag,-,-,-,"7>,",188,USD,Rahul
Rijeka,HRRJK,Hapag,Import,20,10,0-10,0,EUR,-,Rijeka,HRRJK,Hapag,Import,20,10,0-10,0,EUR,Rahul
-,-,Hapag,-,-,-,11/17,12,EUR,-,-,-,Hapag,-,-,-,11/17,12,EUR,Rahul
-,-,Hapag,-,-,-,18-31,18,EUR,-,-,-,Hapag,-,-,-,18-31,18,EUR,Rahul
-,-,Hapag,-,-,-,31>,30,EUR,-,-,-,Hapag,-,-,-,31>,30,EUR,Rahul
-,-,Hapag,-,40,10,0-10,0,EUR,-,-,-,Hapag,-,40,10,0-10,0,EUR,Rahul
-,-,Hapag,-,-,-,11/17,24,EUR,-,-,-,Hapag,-,-,-,11/17,24,EUR,Rahul
